idFilm;Year;Title;Subject;Actor;Actress;Director;Popularity;Awards;Image;Length
1640;1991;John Wayne Western Greats, Rio Bravo;Western;Wayne, John;;;22;No;johnWayne.png;
1641;1991;King of the Pecos;Western;Wayne, John;;;78;No;johnWayne.png;56
1642;1992;Lawless Frontier;Western;Wayne, John;;;8;No;johnWayne.png;59
1643;1991;Lawless Frontier, The;Western;Wayne, John;;;35;No;johnWayne.png;52
1644;1991;Lawless Nineties, The;Western;Wayne, John;;;3;No;johnWayne.png;56
1645;1934;Lucky Texan;Western;Wayne, John;;;48;No;johnWayne.png;54
1646;1992;McQ;Action;Wayne, John;;;5;No;johnWayne.png;112
1647;1993;Neath Arizona Skies;Western;Wayne, John;;;73;No;johnWayne.png;
1648;1991;Neath the Arizona Skies;Western;Wayne, John;;;28;No;johnWayne.png;54
1649;1991;Randy Rides Alone;Western;Wayne, John;;;75;No;johnWayne.png;53
1650;1993;Range Feud;Western;Wayne, John;;;77;No;johnWayne.png;58
1651;1992;Red River;Western;Wayne, John;;;16;No;johnWayne.png;134
1652;1991;Riders of Destiny;Western;Wayne, John;;;30;No;johnWayne.png;52
1653;1990;Sagebrush Trail;Western;Wayne, John;;;23;No;johnWayne.png;
1654;1932;Shadow of the Eagle, The;Action;Wayne, John;;;19;No;johnWayne.png;226
1655;1989;Blood & Guns;Action;Welles, Orson;;;43;No;NicholasCage.png;103
1656;1988;Hot Money;Drama;Welles, Orson;;;19;No;NicholasCage.png;78
1657;1977;Comedy Tonight;Comedy;Williams, Robin;;;18;No;NicholasCage.png;75
1658;1991;Robin Williams;Comedy;Williams, Robin;;;4;No;NicholasCage.png;65
